user_id,age,sex
448,45_54,0.0
449,25_34,1.0
450,18_24,1.0
451,18_24,0.0
452,25_34,1.0
453,25_34,1.0
454,25_34,0.0
455,25_34,1.0
456,18_24,0.0
457,65_inf,0.0
458,25_34,1.0
459,35_44,0.0
460,35_44,0.0
461,18_24,1.0
463,18_24,
464,18_24,0.0
466,65_inf,0.0
469,18_24,0.0
470,35_44,
471,55_64,
473,18_24,0.0
474,65_inf,1.0
475,18_24,1.0
476,18_24,0.0
477,65_inf,0.0
479,18_24,0.0
480,35_44,0.0
481,18_24,0.0
482,55_64,1.0
483,55_64,0.0
484,45_54,0.0
485,25_34,0.0
486,25_34,0.0
487,18_24,0.0
488,18_24,0.0
489,25_34,1.0
491,18_24,0.0
492,55_64,1.0
493,25_34,0.0
494,45_54,0.0
495,35_44,0.0
496,18_24,0.0
497,45_54,0.0
498,25_34,0.0
499,18_24,0.0
500,35_44,
501,45_54,1.0
502,45_54,0.0
503,45_54,1.0
504,65_inf,1.0
505,25_34,0.0
506,65_inf,0.0
507,18_24,0.0
508,45_54,0.0
509,45_54,0.0
510,18_24,0.0
511,35_44,0.0
512,18_24,0.0
513,18_24,0.0
514,55_64,0.0
515,55_64,0.0
516,25_34,1.0
517,25_34,0.0
518,35_44,1.0
519,18_24,1.0
520,65_inf,0.0
521,25_34,0.0
522,35_44,0.0
523,65_inf,1.0
524,55_64,0.0
525,18_24,1.0
526,35_44,
527,55_64,0.0
528,18_24,0.0
529,18_24,0.0
530,25_34,0.0
531,25_34,1.0
532,45_54,0.0
533,45_54,0.0
534,55_64,1.0
535,18_24,0.0
537,18_24,0.0
539,18_24,0.0
540,45_54,0.0
541,35_44,1.0
542,18_24,0.0
543,25_34,0.0
544,18_24,
545,55_64,0.0
546,25_34,0.0
547,25_34,1.0
549,25_34,0.0
550,55_64,1.0
551,35_44,1.0
552,25_34,0.0
553,45_54,
554,18_24,1.0
555,18_24,1.0
556,25_34,0.0
557,55_64,0.0
558,65_inf,0.0
560,18_24,0.0
561,35_44,1.0
562,55_64,1.0
563,25_34,0.0
564,18_24,1.0
566,55_64,0.0
567,25_34,0.0
568,18_24,1.0
569,18_24,1.0
570,55_64,0.0
572,65_inf,1.0
573,35_44,0.0
574,18_24,0.0
575,18_24,0.0
576,35_44,0.0
577,35_44,0.0
578,25_34,0.0
579,25_34,0.0
580,18_24,0.0
581,55_64,0.0
582,18_24,1.0
583,18_24,1.0
584,25_34,0.0
586,55_64,0.0
587,45_54,1.0
588,45_54,0.0
589,18_24,1.0
590,25_34,0.0
591,18_24,0.0
592,18_24,0.0
593,65_inf,0.0
594,35_44,1.0
595,18_24,0.0
596,25_34,0.0
597,18_24,1.0
599,25_34,0.0
600,18_24,
601,55_64,0.0
602,55_64,0.0
603,18_24,0.0
604,35_44,0.0
605,25_34,0.0
607,18_24,1.0
608,25_34,0.0
609,18_24,0.0
610,18_24,0.0
611,25_34,1.0
612,55_64,1.0
613,25_34,0.0
614,25_34,0.0
615,55_64,0.0
616,55_64,0.0
617,18_24,0.0
618,65_inf,0.0
620,18_24,1.0
621,25_34,0.0
622,18_24,1.0
623,25_34,0.0
624,35_44,1.0
626,65_inf,0.0
627,18_24,0.0
628,65_inf,0.0
629,25_34,0.0
630,25_34,1.0
631,45_54,
632,35_44,0.0
634,18_24,0.0
635,18_24,1.0
636,55_64,0.0
637,45_54,0.0
638,45_54,
639,55_64,0.0
640,25_34,0.0
641,55_64,0.0
642,18_24,0.0
643,25_34,0.0
644,35_44,0.0
645,45_54,0.0
646,65_inf,1.0
647,18_24,0.0
648,35_44,0.0
650,45_54,1.0
651,18_24,0.0
652,18_24,0.0
653,35_44,0.0
654,18_24,0.0
655,18_24,0.0
656,18_24,1.0
657,25_34,0.0
658,65_inf,0.0
659,25_34,1.0
660,25_34,1.0
661,35_44,0.0
662,18_24,0.0
663,18_24,0.0
664,18_24,0.0
665,25_34,0.0
666,55_64,0.0
667,25_34,0.0
668,18_24,0.0
669,18_24,0.0
670,25_34,0.0
671,18_24,1.0
672,18_24,0.0
673,35_44,0.0
675,25_34,0.0
678,25_34,0.0
680,25_34,0.0
681,55_64,1.0
682,45_54,1.0
683,35_44,0.0
684,35_44,1.0
685,18_24,1.0
686,25_34,0.0
687,25_34,1.0
688,65_inf,1.0
689,18_24,0.0
692,45_54,0.0
693,25_34,1.0
694,25_34,1.0
695,25_34,0.0
696,45_54,0.0
698,25_34,0.0
699,25_34,1.0
700,25_34,0.0
701,45_54,0.0
702,45_54,1.0
703,25_34,1.0
704,18_24,1.0
705,25_34,0.0
706,18_24,0.0
707,35_44,1.0
708,25_34,0.0
710,18_24,0.0
711,25_34,1.0
712,18_24,0.0
713,25_34,1.0
714,65_inf,1.0
715,45_54,0.0
716,25_34,0.0
717,18_24,0.0
718,35_44,0.0
719,18_24,0.0
720,65_inf,1.0
721,45_54,1.0
722,18_24,0.0
723,18_24,0.0
724,25_34,0.0
725,18_24,1.0
726,18_24,0.0
727,18_24,0.0
728,18_24,1.0
729,25_34,0.0
730,35_44,0.0
732,45_54,0.0
733,25_34,0.0
734,65_inf,0.0
735,55_64,
736,55_64,0.0
737,25_34,0.0
739,18_24,1.0
740,45_54,1.0
741,65_inf,1.0
742,35_44,1.0
743,18_24,0.0
744,18_24,0.0
745,35_44,0.0
746,25_34,
748,18_24,1.0
749,35_44,0.0
750,25_34,0.0
751,18_24,1.0
752,18_24,1.0
753,25_34,1.0
754,25_34,1.0
755,18_24,0.0
758,55_64,
759,35_44,0.0
761,18_24,0.0
762,18_24,1.0
763,18_24,0.0
764,18_24,0.0
765,18_24,1.0
766,18_24,0.0
767,18_24,0.0
768,18_24,1.0
769,55_64,1.0
770,25_34,0.0
771,35_44,0.0
772,18_24,0.0
773,18_24,1.0
774,18_24,0.0
775,18_24,
776,35_44,0.0
777,25_34,0.0
778,35_44,0.0
779,18_24,0.0
781,18_24,0.0
782,65_inf,1.0
784,65_inf,0.0
785,18_24,1.0
786,18_24,1.0
787,35_44,
788,25_34,0.0
789,25_34,1.0
790,25_34,0.0
791,18_24,0.0
792,18_24,1.0
793,18_24,0.0
794,18_24,1.0
795,25_34,0.0
796,45_54,0.0
798,55_64,0.0
799,18_24,0.0
800,55_64,0.0
801,25_34,0.0
802,18_24,1.0
803,25_34,0.0
804,45_54,1.0
805,55_64,0.0
806,55_64,0.0
807,18_24,0.0
808,18_24,0.0
809,35_44,0.0
810,18_24,0.0
811,18_24,0.0
812,45_54,1.0
813,18_24,0.0
815,55_64,0.0
816,35_44,0.0
817,18_24,0.0
818,35_44,
819,25_34,0.0
820,55_64,1.0
821,35_44,1.0
822,65_inf,1.0
823,18_24,1.0
824,35_44,0.0
825,65_inf,1.0
826,35_44,0.0
827,45_54,1.0
828,35_44,0.0
829,18_24,0.0
830,35_44,0.0
831,35_44,0.0
832,55_64,0.0
833,18_24,0.0
834,65_inf,1.0
836,18_24,0.0
837,45_54,1.0
838,35_44,1.0
839,25_34,0.0
840,55_64,1.0
842,35_44,0.0
844,25_34,
845,18_24,1.0
846,65_inf,
847,18_24,0.0
848,25_34,1.0
849,35_44,0.0
850,25_34,0.0
852,18_24,0.0
853,55_64,0.0
854,55_64,0.0
855,18_24,1.0
856,18_24,0.0
857,18_24,0.0
858,25_34,1.0
859,45_54,1.0
860,55_64,0.0
862,25_34,0.0
863,65_inf,0.0
864,18_24,0.0
865,45_54,0.0
866,18_24,0.0
867,25_34,0.0
868,18_24,0.0
870,45_54,
871,55_64,0.0
872,65_inf,0.0
873,55_64,0.0
874,25_34,0.0
875,18_24,0.0
876,45_54,1.0
878,18_24,1.0
879,55_64,0.0
880,55_64,0.0
882,18_24,0.0
883,18_24,0.0
884,25_34,1.0
885,55_64,0.0
886,18_24,0.0
887,18_24,0.0
888,25_34,1.0
889,35_44,0.0
890,25_34,1.0
891,18_24,1.0
892,18_24,1.0
893,65_inf,0.0
894,18_24,
895,25_34,0.0
896,55_64,0.0
897,18_24,0.0
898,18_24,0.0
900,35_44,0.0
901,18_24,1.0
902,25_34,1.0
903,35_44,0.0
904,18_24,
905,25_34,0.0
906,55_64,1.0
907,25_34,0.0
908,18_24,0.0
909,18_24,0.0
910,25_34,0.0
911,55_64,1.0
912,25_34,0.0
913,18_24,0.0
914,35_44,0.0
915,25_34,1.0
916,65_inf,
917,25_34,0.0
918,55_64,1.0
919,25_34,1.0
920,55_64,1.0
921,45_54,0.0
922,55_64,0.0
923,25_34,1.0
924,18_24,0.0
925,18_24,0.0
926,25_34,
927,25_34,0.0
928,18_24,0.0
929,55_64,0.0
930,18_24,0.0
931,18_24,1.0
932,65_inf,0.0
933,18_24,1.0
934,18_24,1.0
935,25_34,1.0
936,18_24,0.0
937,18_24,0.0
938,65_inf,1.0
939,18_24,0.0
940,35_44,
941,18_24,0.0
942,18_24,1.0
943,18_24,0.0
946,25_34,0.0
947,45_54,0.0
948,45_54,0.0
949,45_54,0.0
950,18_24,0.0
951,18_24,0.0
952,35_44,0.0
953,45_54,0.0
954,45_54,1.0
955,18_24,0.0
956,18_24,1.0
957,18_24,0.0
959,25_34,0.0
960,65_inf,
961,25_34,1.0
962,25_34,0.0
963,45_54,1.0
964,25_34,1.0
965,18_24,0.0
966,35_44,1.0
967,35_44,1.0
969,45_54,1.0
970,45_54,0.0
972,55_64,1.0
973,25_34,0.0
974,18_24,0.0
975,18_24,0.0
976,55_64,1.0
977,65_inf,0.0
978,35_44,0.0
980,25_34,1.0
981,18_24,0.0
982,55_64,0.0
983,45_54,0.0
985,55_64,0.0
986,35_44,0.0
987,18_24,0.0
988,35_44,1.0
989,18_24,0.0
990,45_54,0.0
991,25_34,0.0
992,18_24,0.0
993,35_44,0.0
994,18_24,0.0
995,45_54,0.0
996,18_24,0.0
998,18_24,0.0
999,18_24,0.0
1000,18_24,0.0
1001,18_24,1.0
1002,45_54,0.0
1004,55_64,1.0
1005,55_64,0.0
1006,35_44,1.0
1007,18_24,0.0
1008,25_34,1.0
1009,25_34,0.0
1011,18_24,0.0
1012,25_34,0.0
1013,45_54,1.0
1014,18_24,0.0
1016,35_44,0.0
1017,18_24,0.0
1018,18_24,0.0
1019,55_64,0.0
1020,45_54,0.0
1021,25_34,1.0
1022,45_54,1.0
1023,18_24,0.0
1024,55_64,0.0
1025,18_24,0.0
1026,18_24,1.0
1027,18_24,0.0
1028,45_54,0.0
1029,18_24,0.0
1030,18_24,0.0
1031,35_44,
1032,18_24,0.0
1033,45_54,1.0
1034,35_44,0.0
1036,55_64,0.0
1037,35_44,0.0
1038,18_24,0.0
1039,45_54,0.0
1040,18_24,0.0
1041,55_64,1.0
1042,25_34,0.0
1043,18_24,1.0
1044,25_34,0.0
1046,25_34,0.0
1048,18_24,0.0
1049,55_64,0.0
1050,55_64,0.0
1051,55_64,0.0
1052,25_34,0.0
1053,18_24,0.0
1054,65_inf,0.0
1055,25_34,0.0
1056,25_34,0.0
1057,18_24,1.0
1058,25_34,0.0
1059,25_34,0.0
1061,25_34,0.0
1062,18_24,1.0
1063,25_34,0.0
1064,18_24,1.0
1065,18_24,
1066,18_24,1.0
1067,18_24,
1068,25_34,0.0
1069,65_inf,1.0
1070,25_34,1.0
1071,18_24,0.0
1072,45_54,1.0
1073,35_44,1.0
1074,55_64,0.0
1075,25_34,1.0
1076,18_24,0.0
1077,18_24,0.0
1078,25_34,0.0
1079,25_34,0.0
1080,18_24,0.0
1081,35_44,0.0
1082,35_44,0.0
1083,18_24,0.0
1084,18_24,0.0
1085,18_24,0.0
1086,55_64,0.0
1087,55_64,1.0
1089,18_24,0.0
1090,25_34,0.0
1091,45_54,0.0
1092,18_24,1.0
1093,25_34,0.0
1094,55_64,0.0
1096,55_64,0.0
1097,65_inf,1.0
1098,35_44,0.0
1099,55_64,0.0
1101,25_34,0.0
1102,45_54,0.0
1103,18_24,1.0
1104,18_24,0.0
1105,25_34,0.0
1106,65_inf,0.0
1107,18_24,0.0
1108,45_54,0.0
1109,25_34,0.0
1110,35_44,0.0
1111,18_24,1.0
1112,65_inf,1.0
1113,18_24,0.0
1115,18_24,1.0
1117,18_24,1.0
1118,18_24,0.0
1119,35_44,0.0
1120,25_34,0.0
1121,25_34,1.0
1122,45_54,0.0
1123,18_24,1.0
1125,65_inf,0.0
1126,25_34,0.0
1127,18_24,0.0
1128,18_24,0.0
1129,25_34,0.0
1131,25_34,0.0
1132,25_34,0.0
1133,35_44,0.0
1134,18_24,0.0
1135,25_34,0.0
1136,35_44,1.0
1137,35_44,0.0
1138,65_inf,0.0
1139,35_44,0.0
1140,25_34,1.0
1141,25_34,0.0
1142,55_64,0.0
1143,55_64,0.0
1144,45_54,0.0
1145,25_34,0.0
1146,18_24,0.0
1147,18_24,0.0
1148,18_24,0.0
1149,45_54,1.0
1150,45_54,0.0
1151,18_24,0.0
1152,18_24,0.0
1153,18_24,0.0
1154,55_64,0.0
1155,18_24,1.0
1156,45_54,0.0
1157,18_24,0.0
1159,55_64,1.0
1160,45_54,0.0
1161,65_inf,0.0
1162,35_44,0.0
1163,18_24,1.0
1164,25_34,0.0
1166,45_54,0.0
1167,55_64,0.0
1168,18_24,0.0
1169,25_34,0.0
1170,18_24,0.0
1172,65_inf,1.0
1173,45_54,0.0
1175,25_34,0.0
1177,25_34,0.0
1178,45_54,0.0
1179,18_24,0.0
1180,18_24,0.0
1181,35_44,1.0
1182,18_24,0.0
1183,55_64,0.0
1184,18_24,0.0
1185,18_24,0.0
1186,55_64,0.0
1187,18_24,0.0
1188,45_54,0.0
1189,18_24,1.0
1190,35_44,0.0
1191,55_64,1.0
1192,35_44,1.0
1194,35_44,0.0
1196,18_24,1.0
1197,18_24,1.0
1198,65_inf,0.0
1199,25_34,0.0
1201,18_24,0.0
1202,25_34,1.0
1203,35_44,1.0
1204,18_24,0.0
1205,18_24,0.0
1206,18_24,1.0
1207,25_34,1.0
1209,35_44,0.0
1210,55_64,0.0
1211,18_24,0.0
1212,18_24,0.0
1213,18_24,1.0
1214,25_34,1.0
1215,45_54,1.0
1216,65_inf,0.0
1217,45_54,0.0
1218,25_34,1.0
1220,25_34,0.0
1221,18_24,0.0
1222,18_24,0.0
1223,45_54,0.0
1225,18_24,1.0
1226,35_44,0.0
1228,18_24,
1229,35_44,0.0
1230,65_inf,0.0
1232,18_24,0.0
1233,45_54,0.0
1234,18_24,0.0
1235,18_24,0.0
1236,65_inf,0.0
1237,45_54,
1238,55_64,1.0
1239,18_24,0.0
1240,18_24,0.0
1241,35_44,0.0
1242,25_34,0.0
1243,55_64,1.0
1244,35_44,0.0
1245,55_64,1.0
1246,18_24,1.0
1247,65_inf,0.0
1249,25_34,0.0
1250,35_44,0.0
1251,18_24,0.0
1252,18_24,0.0
1253,65_inf,
1254,35_44,0.0
1255,25_34,0.0
1256,35_44,0.0
1257,18_24,0.0
1261,18_24,0.0
1262,25_34,0.0
1264,45_54,0.0
1265,18_24,0.0
1266,25_34,0.0
1267,65_inf,1.0
1268,45_54,1.0
1269,18_24,1.0
1270,18_24,1.0
1271,35_44,1.0
1272,25_34,0.0
1273,25_34,1.0
1274,45_54,0.0
1275,25_34,1.0
1276,25_34,1.0
1277,45_54,1.0
1279,25_34,1.0
1280,35_44,0.0
1281,18_24,0.0
1282,18_24,0.0
1283,25_34,0.0
1284,35_44,1.0
1285,45_54,0.0
1286,55_64,0.0
1287,18_24,0.0
1288,55_64,0.0
1289,35_44,0.0
1290,45_54,0.0
1291,18_24,0.0
1292,18_24,1.0
1293,25_34,1.0
1294,18_24,1.0
1295,45_54,0.0
1296,18_24,0.0
1297,18_24,0.0
1298,45_54,0.0
1299,18_24,0.0
1300,55_64,0.0
1301,18_24,1.0
1302,25_34,
1303,18_24,0.0
1304,45_54,0.0
1306,55_64,1.0
1307,65_inf,1.0
1308,65_inf,0.0
1309,45_54,0.0
1310,35_44,1.0
1311,18_24,0.0
1312,45_54,0.0
1313,25_34,0.0
1314,18_24,0.0
1315,55_64,
1316,45_54,1.0
1317,18_24,1.0
1318,25_34,1.0
1319,45_54,0.0
1320,55_64,0.0
1321,18_24,0.0
1322,18_24,1.0
1324,18_24,0.0
1325,65_inf,0.0
1326,55_64,1.0
1327,18_24,0.0
1328,18_24,0.0
1329,18_24,0.0
1330,25_34,1.0
1331,25_34,0.0
1332,25_34,1.0
1333,18_24,0.0
1335,35_44,1.0
1336,18_24,0.0
1337,65_inf,0.0
1338,55_64,0.0
1339,18_24,0.0
1340,35_44,0.0
1341,18_24,0.0
1342,18_24,0.0
1343,18_24,0.0
1344,55_64,
1345,25_34,0.0
1346,25_34,0.0
1347,18_24,1.0
1349,25_34,0.0
1350,18_24,0.0
1351,18_24,0.0
1353,65_inf,1.0
1354,18_24,0.0
1355,25_34,0.0
1356,45_54,0.0
1357,25_34,0.0
1358,25_34,0.0
1359,25_34,0.0
1360,35_44,0.0
1361,18_24,0.0
1362,18_24,0.0
1363,45_54,0.0
1364,18_24,1.0
1365,65_inf,0.0
1366,18_24,0.0
1367,55_64,1.0
1368,65_inf,
1370,55_64,1.0
1371,18_24,0.0
1372,35_44,1.0
1373,18_24,0.0
1374,18_24,
1375,25_34,1.0
1376,18_24,0.0
1377,55_64,1.0
1378,18_24,0.0
1379,65_inf,0.0
1380,35_44,0.0
1381,18_24,1.0
1382,18_24,0.0
1383,35_44,0.0
1384,25_34,0.0
1385,55_64,1.0
1386,18_24,0.0
1387,55_64,0.0
1388,18_24,1.0
1389,35_44,0.0
1390,45_54,0.0
1391,55_64,0.0
1392,18_24,0.0
1393,18_24,0.0
1394,55_64,0.0
1395,18_24,1.0
1396,35_44,0.0
1398,35_44,0.0
1399,35_44,0.0
1400,35_44,1.0
1401,25_34,0.0
1402,35_44,0.0
1403,18_24,0.0
1404,45_54,0.0
1405,25_34,1.0
1406,18_24,0.0
1407,25_34,1.0
1408,25_34,0.0
1409,25_34,0.0
1410,18_24,0.0
1411,65_inf,0.0
1412,18_24,1.0
1413,18_24,0.0
1414,35_44,1.0
1415,18_24,1.0
1416,18_24,0.0
1417,35_44,0.0
1418,65_inf,0.0
1419,45_54,0.0
1421,35_44,0.0
1422,55_64,0.0
1423,45_54,0.0
1424,45_54,1.0
1426,25_34,1.0
1427,45_54,0.0
1428,65_inf,0.0
1429,18_24,1.0
1430,25_34,0.0
1431,25_34,1.0
1432,18_24,0.0
1433,18_24,1.0
1435,18_24,0.0
1436,18_24,0.0
1437,25_34,1.0
1438,18_24,0.0
1439,55_64,0.0
1440,35_44,0.0
1441,18_24,0.0
1442,65_inf,0.0
1443,18_24,0.0
1444,55_64,0.0
1445,35_44,0.0
1446,18_24,0.0
1447,65_inf,0.0
1448,65_inf,0.0
1449,35_44,0.0
1450,18_24,1.0
1451,18_24,0.0
1452,18_24,1.0
1453,18_24,1.0
1454,18_24,0.0
1455,18_24,0.0
1456,45_54,1.0
1458,45_54,0.0
1459,55_64,1.0
1460,18_24,1.0
1461,35_44,0.0
1462,35_44,0.0
1463,25_34,0.0
1464,18_24,
1465,18_24,1.0
1466,18_24,0.0
1467,25_34,0.0
1468,25_34,1.0
1469,18_24,0.0
1470,18_24,0.0
1471,25_34,0.0
1472,45_54,0.0
1473,25_34,
1474,18_24,1.0
1475,65_inf,0.0
1476,18_24,0.0
1477,25_34,0.0
1478,55_64,0.0
1479,55_64,0.0
1480,25_34,0.0
1481,25_34,
1483,25_34,0.0
1484,45_54,0.0
1485,45_54,1.0
1486,65_inf,1.0
1487,45_54,0.0
1488,45_54,0.0
1489,18_24,1.0
1490,18_24,0.0
1491,25_34,0.0
1493,65_inf,0.0
1494,18_24,0.0
1495,18_24,0.0
1496,18_24,0.0
1497,55_64,1.0
1498,45_54,1.0
1499,25_34,0.0
1501,18_24,1.0
1502,45_54,0.0
1503,55_64,0.0
1504,25_34,0.0
1505,25_34,0.0
1506,65_inf,0.0
1507,35_44,0.0
1508,18_24,0.0
1509,18_24,1.0
1510,35_44,1.0
1511,18_24,0.0
1512,65_inf,0.0
1513,18_24,1.0
1514,35_44,0.0
